geneSet	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	cell_line	cantype	comb
ENSG00000268460	-0.698936686855476	-2.10689557857959	0	0	NCIH1693_LUNG	LUAD	ENSG00000268460.NCIH1693_LUNG
ENSG00000248429	-0.721222084249429	-2.11875030612457	0	0	NCIH1693_LUNG	LUAD	ENSG00000248429.NCIH1693_LUNG
ENSG00000272081	-0.601272473232116	-1.83088342798726	0	9.17220820912635e-05	NCIH1693_LUNG	LUAD	ENSG00000272081.NCIH1693_LUNG
ENSG00000224818	-0.558248155369608	-1.7097424336122	0	0.000252235725750975	NCIH1693_LUNG	LUAD	ENSG00000224818.NCIH1693_LUNG
ENSG00000234546	-0.544262926734034	-1.66149921668234	0	0.000388054962693807	NCIH1693_LUNG	LUAD	ENSG00000234546.NCIH1693_LUNG
ENSG00000237886	-0.541110345145705	-1.65436014836663	0	0.000432404101287385	NCIH1693_LUNG	LUAD	ENSG00000237886.NCIH1693_LUNG
ENSG00000224666	-0.63140497757167	-1.62196646480308	0.00689655171621086	0.000538102881602079	NCIH1693_LUNG	LUAD	ENSG00000224666.NCIH1693_LUNG
ENSG00000237886	-0.529193187498367	-1.79265570751101	0	0	NCIH1792_LUNG	LUAD	ENSG00000237886.NCIH1792_LUNG
ENSG00000234546	-0.533000981905755	-1.79354514321091	0	0	NCIH1792_LUNG	LUAD	ENSG00000234546.NCIH1792_LUNG
ENSG00000224818	-0.544655090394119	-1.8475694270977	0	0	NCIH1792_LUNG	LUAD	ENSG00000224818.NCIH1792_LUNG
ENSG00000248429	-0.611879040057692	-1.94384213852207	0	0	NCIH1792_LUNG	LUAD	ENSG00000248429.NCIH1792_LUNG
ENSG00000225511	-0.599286000930478	-1.95864017875234	0	0	NCIH1792_LUNG	LUAD	ENSG00000225511.NCIH1792_LUNG
ENSG00000253878	-0.581917929021878	-1.97143421056588	0	0	NCIH1792_LUNG	LUAD	ENSG00000253878.NCIH1792_LUNG
ENSG00000263718	-0.582441731688156	-1.97761412186422	0	0	NCIH1792_LUNG	LUAD	ENSG00000263718.NCIH1792_LUNG
ENSG00000272081	-0.588520388791298	-1.9857857472297	0	0	NCIH1792_LUNG	LUAD	ENSG00000272081.NCIH1792_LUNG
ENSG00000262445	-0.609459125746328	-2.04133545801771	0	0	NCIH1792_LUNG	LUAD	ENSG00000262445.NCIH1792_LUNG
ENSG00000268812	-0.610236908793843	-2.05786142730489	0	0	NCIH1792_LUNG	LUAD	ENSG00000268812.NCIH1792_LUNG
ENSG00000246640	-0.612170747656935	-2.06853166483572	0	0	NCIH1792_LUNG	LUAD	ENSG00000246640.NCIH1792_LUNG
ENSG00000204666	-0.622328233346365	-2.06911070925583	0	0	NCIH1792_LUNG	LUAD	ENSG00000204666.NCIH1792_LUNG
ENSG00000268355	-0.623907114446016	-2.11021301748024	0	0	NCIH1792_LUNG	LUAD	ENSG00000268355.NCIH1792_LUNG
ENSG00000268460	-0.680149529473098	-2.25688561686495	0	0	NCIH1792_LUNG	LUAD	ENSG00000268460.NCIH1792_LUNG
ENSG00000182165	-0.498031978898573	-1.67827120406627	0	0.00025995729273048	NCIH1792_LUNG	LUAD	ENSG00000182165.NCIH1792_LUNG
ENSG00000234546	-0.587486128568624	-1.76574196202864	0	0	NCIH1793_LUNG	LUAD	ENSG00000234546.NCIH1793_LUNG
ENSG00000272081	-0.615898198480438	-1.85113192206078	0	0	NCIH1793_LUNG	LUAD	ENSG00000272081.NCIH1793_LUNG
ENSG00000263718	-0.61353097109581	-1.85719694065184	0	0	NCIH1793_LUNG	LUAD	ENSG00000263718.NCIH1793_LUNG
ENSG00000253878	-0.633403710951143	-1.91056461439847	0	0	NCIH1793_LUNG	LUAD	ENSG00000253878.NCIH1793_LUNG
ENSG00000204666	-0.651500214597343	-1.91382322450203	0	0	NCIH1793_LUNG	LUAD	ENSG00000204666.NCIH1793_LUNG
ENSG00000268460	-0.664332015557488	-1.92591648079434	0	0	NCIH1793_LUNG	LUAD	ENSG00000268460.NCIH1793_LUNG
ENSG00000262445	-0.648650073944747	-1.93067746603786	0	0	NCIH1793_LUNG	LUAD	ENSG00000262445.NCIH1793_LUNG
ENSG00000225511	-0.668106553927	-1.93232673664593	0	0	NCIH1793_LUNG	LUAD	ENSG00000225511.NCIH1793_LUNG
ENSG00000246640	-0.642031857871454	-1.93671821689255	0	0	NCIH1793_LUNG	LUAD	ENSG00000246640.NCIH1793_LUNG
ENSG00000268812	-0.656147049862401	-1.95320131936616	0	0	NCIH1793_LUNG	LUAD	ENSG00000268812.NCIH1793_LUNG
ENSG00000268355	-0.668599718929511	-2.00514114742231	0	0	NCIH1793_LUNG	LUAD	ENSG00000268355.NCIH1793_LUNG
ENSG00000224818	-0.580016460141711	-1.75570154730825	0	8.17298711003176e-05	NCIH1793_LUNG	LUAD	ENSG00000224818.NCIH1793_LUNG
ENSG00000237886	-0.569305034548025	-1.72259709016364	0	0.000150885915877509	NCIH1793_LUNG	LUAD	ENSG00000237886.NCIH1793_LUNG
ENSG00000224666	-0.718664538788387	-1.69482763660037	0.00249687889825608	0.000350270876144218	NCIH1793_LUNG	LUAD	ENSG00000224666.NCIH1793_LUNG
ENSG00000268460	-0.635099340908479	-2.04690886550562	0	0	NCIH1838_LUNG	LUAD	ENSG00000268460.NCIH1838_LUNG
ENSG00000225511	-0.643772307322931	-2.0572490915612	0	0	NCIH1838_LUNG	LUAD	ENSG00000225511.NCIH1838_LUNG
ENSG00000253878	-0.538096061123243	-1.81791993676518	0	9.4237383970221e-05	NCIH1838_LUNG	LUAD	ENSG00000253878.NCIH1838_LUNG
ENSG00000234546	-0.540748839902088	-1.82731499942549	0	0.000103661122367243	NCIH1838_LUNG	LUAD	ENSG00000234546.NCIH1838_LUNG
ENSG00000272081	-0.547255161340649	-1.84638281055938	0	0.000115179024852492	NCIH1838_LUNG	LUAD	ENSG00000272081.NCIH1838_LUNG
ENSG00000268812	-0.581486711831002	-1.93595469584304	0	0.000129576402959054	NCIH1838_LUNG	LUAD	ENSG00000268812.NCIH1838_LUNG
ENSG00000262445	-0.586520235057843	-1.94915278846525	0	0.00014808731766749	NCIH1838_LUNG	LUAD	ENSG00000262445.NCIH1838_LUNG
ENSG00000263718	-0.578857604327027	-1.94991074545417	0	0.000172768537278738	NCIH1838_LUNG	LUAD	ENSG00000263718.NCIH1838_LUNG
ENSG00000246640	-0.589821465415186	-1.98491651549822	0	0.000207322244734486	NCIH1838_LUNG	LUAD	ENSG00000246640.NCIH1838_LUNG
ENSG00000204666	-0.605503157390778	-1.99396061485427	0	0.000259152805918108	NCIH1838_LUNG	LUAD	ENSG00000204666.NCIH1838_LUNG
ENSG00000268355	-0.59354088374657	-2.00402167048772	0	0.000345537074557477	NCIH1838_LUNG	LUAD	ENSG00000268355.NCIH1838_LUNG
ENSG00000237886	-0.517194974111532	-1.75988253368931	0	0.000398696624489396	NCIH1838_LUNG	LUAD	ENSG00000237886.NCIH1838_LUNG
ENSG00000248429	-0.586177502892465	-1.76414760627637	0	0.000431921343196846	NCIH1838_LUNG	LUAD	ENSG00000248429.NCIH1838_LUNG
ENSG00000224818	-0.510732629044813	-1.73651592683239	0	0.00044426195300247	NCIH1838_LUNG	LUAD	ENSG00000224818.NCIH1838_LUNG
ENSG00000237886	-0.604215814721769	-1.72442441953016	0	0	NCIH1944_LUNG	LUAD	ENSG00000237886.NCIH1944_LUNG
ENSG00000234546	-0.632942802429252	-1.79963101124451	0	0	NCIH1944_LUNG	LUAD	ENSG00000234546.NCIH1944_LUNG
ENSG00000224818	-0.643180386098862	-1.83507806223011	0	0	NCIH1944_LUNG	LUAD	ENSG00000224818.NCIH1944_LUNG
ENSG00000263718	-0.663524840002656	-1.89429443693839	0	0	NCIH1944_LUNG	LUAD	ENSG00000263718.NCIH1944_LUNG
ENSG00000253878	-0.667461150075012	-1.89521834255614	0	0	NCIH1944_LUNG	LUAD	ENSG00000253878.NCIH1944_LUNG
ENSG00000225511	-0.682571233896606	-1.9113424163574	0	0	NCIH1944_LUNG	LUAD	ENSG00000225511.NCIH1944_LUNG
ENSG00000272081	-0.673064218291915	-1.91270155688874	0	0	NCIH1944_LUNG	LUAD	ENSG00000272081.NCIH1944_LUNG
ENSG00000268812	-0.680336207381178	-1.93258786377466	0	0	NCIH1944_LUNG	LUAD	ENSG00000268812.NCIH1944_LUNG
ENSG00000262445	-0.688741924651114	-1.93372314531466	0	0	NCIH1944_LUNG	LUAD	ENSG00000262445.NCIH1944_LUNG
ENSG00000204666	-0.691533165953731	-1.94832644722634	0	0	NCIH1944_LUNG	LUAD	ENSG00000204666.NCIH1944_LUNG
ENSG00000248429	-0.712559977919055	-1.9748629816312	0	0	NCIH1944_LUNG	LUAD	ENSG00000248429.NCIH1944_LUNG
ENSG00000268355	-0.696267208682716	-1.97810687178699	0	0	NCIH1944_LUNG	LUAD	ENSG00000268355.NCIH1944_LUNG
ENSG00000246640	-0.701720125625373	-2.0004604434062	0	0	NCIH1944_LUNG	LUAD	ENSG00000246640.NCIH1944_LUNG
ENSG00000268460	-0.750028856247719	-2.11530984456288	0	0	NCIH1944_LUNG	LUAD	ENSG00000268460.NCIH1944_LUNG
ENSG00000182165	-0.574836454851846	-1.6366750883667	0	0.000336006109201986	NCIH1944_LUNG	LUAD	ENSG00000182165.NCIH1944_LUNG
ENSG00000270605	-0.546141024610775	-1.56230653753417	0	0.000504009163802978	NCIH1944_LUNG	LUAD	ENSG00000270605.NCIH1944_LUNG
ENSG00000224666	-0.65181482760222	-1.55009888265565	0.0056242969565531	0.000533656761673742	NCIH1944_LUNG	LUAD	ENSG00000224666.NCIH1944_LUNG
ENSG00000224818	-0.49643718646171	-1.86278843294765	0	0	NCIH1975_LUNG	LUAD	ENSG00000224818.NCIH1975_LUNG
ENSG00000237886	-0.497075062867733	-1.8666132383316	0	0	NCIH1975_LUNG	LUAD	ENSG00000237886.NCIH1975_LUNG
ENSG00000234546	-0.505680121757436	-1.88333064366539	0	0	NCIH1975_LUNG	LUAD	ENSG00000234546.NCIH1975_LUNG
ENSG00000248429	-0.595779492849329	-2.04303668616625	0	0	NCIH1975_LUNG	LUAD	ENSG00000248429.NCIH1975_LUNG
ENSG00000263718	-0.552030699242353	-2.05920714529076	0	0	NCIH1975_LUNG	LUAD	ENSG00000263718.NCIH1975_LUNG
ENSG00000272081	-0.559329020157864	-2.07792336091718	0	0	NCIH1975_LUNG	LUAD	ENSG00000272081.NCIH1975_LUNG
ENSG00000253878	-0.55824408213789	-2.07883709530037	0	0	NCIH1975_LUNG	LUAD	ENSG00000253878.NCIH1975_LUNG
ENSG00000204666	-0.577680880864351	-2.10525651782384	0	0	NCIH1975_LUNG	LUAD	ENSG00000204666.NCIH1975_LUNG
ENSG00000246640	-0.572797249536479	-2.13451168370048	0	0	NCIH1975_LUNG	LUAD	ENSG00000246640.NCIH1975_LUNG
ENSG00000262445	-0.58688595711866	-2.15616228746811	0	0	NCIH1975_LUNG	LUAD	ENSG00000262445.NCIH1975_LUNG
ENSG00000225511	-0.605141730043167	-2.15971806208662	0	0	NCIH1975_LUNG	LUAD	ENSG00000225511.NCIH1975_LUNG
ENSG00000268812	-0.586452064001792	-2.17520831165157	0	0	NCIH1975_LUNG	LUAD	ENSG00000268812.NCIH1975_LUNG
ENSG00000268355	-0.585007401101875	-2.18090583547369	0	0	NCIH1975_LUNG	LUAD	ENSG00000268355.NCIH1975_LUNG
ENSG00000268460	-0.628558341978142	-2.2893043812198	0	0	NCIH1975_LUNG	LUAD	ENSG00000268460.NCIH1975_LUNG
ENSG00000270605	-0.448864775702687	-1.69062491198362	0	0.000459016393442623	NCIH1975_LUNG	LUAD	ENSG00000270605.NCIH1975_LUNG
ENSG00000234546	-0.573514035824896	-1.80258054773153	0	0	NCIH2009_LUNG	LUAD	ENSG00000234546.NCIH2009_LUNG
ENSG00000224818	-0.577096955750575	-1.82477656245083	0	0	NCIH2009_LUNG	LUAD	ENSG00000224818.NCIH2009_LUNG
ENSG00000263718	-0.591539724021882	-1.87354247742258	0	0	NCIH2009_LUNG	LUAD	ENSG00000263718.NCIH2009_LUNG
ENSG00000225511	-0.619700573396635	-1.90858874914005	0	0	NCIH2009_LUNG	LUAD	ENSG00000225511.NCIH2009_LUNG
ENSG00000268812	-0.608977640668097	-1.91893927193765	0	0	NCIH2009_LUNG	LUAD	ENSG00000268812.NCIH2009_LUNG
ENSG00000253878	-0.60996150641166	-1.92891496234476	0	0	NCIH2009_LUNG	LUAD	ENSG00000253878.NCIH2009_LUNG
ENSG00000272081	-0.615989957935996	-1.94373469449313	0	0	NCIH2009_LUNG	LUAD	ENSG00000272081.NCIH2009_LUNG
ENSG00000246640	-0.629832688373498	-1.98506825144118	0	0	NCIH2009_LUNG	LUAD	ENSG00000246640.NCIH2009_LUNG
ENSG00000262445	-0.641938093221728	-2.00137629109491	0	0	NCIH2009_LUNG	LUAD	ENSG00000262445.NCIH2009_LUNG
ENSG00000204666	-0.656307054453917	-2.0194195400621	0	0	NCIH2009_LUNG	LUAD	ENSG00000204666.NCIH2009_LUNG
ENSG00000248429	-0.673378702335163	-2.04324704975032	0	0	NCIH2009_LUNG	LUAD	ENSG00000248429.NCIH2009_LUNG
ENSG00000268355	-0.654054179435456	-2.05109964967887	0	0	NCIH2009_LUNG	LUAD	ENSG00000268355.NCIH2009_LUNG
ENSG00000268460	-0.690250214597671	-2.14737031465996	0	0	NCIH2009_LUNG	LUAD	ENSG00000268460.NCIH2009_LUNG
ENSG00000237886	-0.53646440318905	-1.69746974818091	0	0.000288825726495165	NCIH2009_LUNG	LUAD	ENSG00000237886.NCIH2009_LUNG
ENSG00000224666	-0.647900955661644	-1.67431642918724	0.00712589072787899	0.000539141356124309	NCIH2009_LUNG	LUAD	ENSG00000224666.NCIH2009_LUNG
ENSG00000225511	-0.621773717137463	-1.90947857410472	0	0	NCIH2023_LUNG	LUAD	ENSG00000225511.NCIH2023_LUNG
ENSG00000268812	-0.615254050168219	-1.94474538488328	0	0	NCIH2023_LUNG	LUAD	ENSG00000268812.NCIH2023_LUNG
ENSG00000204666	-0.631310091612988	-1.94774923007065	0	0	NCIH2023_LUNG	LUAD	ENSG00000204666.NCIH2023_LUNG
ENSG00000262445	-0.640766373442643	-1.98726139544492	0	0	NCIH2023_LUNG	LUAD	ENSG00000262445.NCIH2023_LUNG
ENSG00000246640	-0.632586922260706	-1.99293933534546	0	0	NCIH2023_LUNG	LUAD	ENSG00000246640.NCIH2023_LUNG
ENSG00000268355	-0.649221186956254	-2.04297152966261	0	0	NCIH2023_LUNG	LUAD	ENSG00000268355.NCIH2023_LUNG
ENSG00000248429	-0.702536110109796	-2.12563467700994	0	0	NCIH2023_LUNG	LUAD	ENSG00000248429.NCIH2023_LUNG
ENSG00000268460	-0.694449412761316	-2.1537622557948	0	0	NCIH2023_LUNG	LUAD	ENSG00000268460.NCIH2023_LUNG
ENSG00000224818	-0.562454046039352	-1.77626411022633	0	7.76965103671866e-05	NCIH2023_LUNG	LUAD	ENSG00000224818.NCIH2023_LUNG
ENSG00000234546	-0.576395816612616	-1.80121681530443	0	8.41712195644522e-05	NCIH2023_LUNG	LUAD	ENSG00000234546.NCIH2023_LUNG
ENSG00000263718	-0.582380837758899	-1.84079053854769	0	9.1823148615766e-05	NCIH2023_LUNG	LUAD	ENSG00000263718.NCIH2023_LUNG
ENSG00000272081	-0.598493819410657	-1.87600998317295	0	0.000101005463477343	NCIH2023_LUNG	LUAD	ENSG00000272081.NCIH2023_LUNG
ENSG00000253878	-0.601560722770767	-1.89060507076972	0	0.000112228292752603	NCIH2023_LUNG	LUAD	ENSG00000253878.NCIH2023_LUNG
ENSG00000224666	-0.677524969331868	-1.7515136017959	0.00230149596973361	0.000144293519253347	NCIH2023_LUNG	LUAD	ENSG00000224666.NCIH2023_LUNG
ENSG00000237886	-0.526068427916946	-1.65794041788145	0	0.000673369756515618	NCIH2023_LUNG	LUAD	ENSG00000237886.NCIH2023_LUNG
ENSG00000182165	-0.514418461076566	-1.62257531857789	0	0.000946926220100087	NCIH2023_LUNG	LUAD	ENSG00000182165.NCIH2023_LUNG
ENSG00000234546	-0.582281736623495	-2.0689291918009	0	0	NCIH2030_LUNG	LUAD	ENSG00000234546.NCIH2030_LUNG
ENSG00000224818	-0.585200329895987	-2.09007800617528	0	0	NCIH2030_LUNG	LUAD	ENSG00000224818.NCIH2030_LUNG
ENSG00000263718	-0.588142720024496	-2.09884805782567	0	0	NCIH2030_LUNG	LUAD	ENSG00000263718.NCIH2030_LUNG
ENSG00000225511	-0.63743651939841	-2.1666686684211	0	0	NCIH2030_LUNG	LUAD	ENSG00000225511.NCIH2030_LUNG
ENSG00000253878	-0.612957152094433	-2.17438558445469	0	0	NCIH2030_LUNG	LUAD	ENSG00000253878.NCIH2030_LUNG
ENSG00000268812	-0.620154960416494	-2.19125247525266	0	0	NCIH2030_LUNG	LUAD	ENSG00000268812.NCIH2030_LUNG
ENSG00000272081	-0.617710624022457	-2.19495044502687	0	0	NCIH2030_LUNG	LUAD	ENSG00000272081.NCIH2030_LUNG
ENSG00000262445	-0.630338854754711	-2.2132561035699	0	0	NCIH2030_LUNG	LUAD	ENSG00000262445.NCIH2030_LUNG
ENSG00000246640	-0.629390112740714	-2.24095246734514	0	0	NCIH2030_LUNG	LUAD	ENSG00000246640.NCIH2030_LUNG
ENSG00000268355	-0.646818995557098	-2.28433448741755	0	0	NCIH2030_LUNG	LUAD	ENSG00000268355.NCIH2030_LUNG
ENSG00000204666	-0.664632250682035	-2.33972346562373	0	0	NCIH2030_LUNG	LUAD	ENSG00000204666.NCIH2030_LUNG
ENSG00000248429	-0.713233659499875	-2.37784020938408	0	0	NCIH2030_LUNG	LUAD	ENSG00000248429.NCIH2030_LUNG
ENSG00000268460	-0.695625174040534	-2.42425209472484	0	0	NCIH2030_LUNG	LUAD	ENSG00000268460.NCIH2030_LUNG
ENSG00000182165	-0.528343650210802	-1.87506647099732	0	6.58544616397761e-05	NCIH2030_LUNG	LUAD	ENSG00000182165.NCIH2030_LUNG
ENSG00000237886	-0.556553620229461	-1.98583806914066	0	7.0558351756903e-05	NCIH2030_LUNG	LUAD	ENSG00000237886.NCIH2030_LUNG
ENSG00000270605	-0.487706009838002	-1.74403097928402	0	0.000432169904511031	NCIH2030_LUNG	LUAD	ENSG00000270605.NCIH2030_LUNG
ENSG00000237886	-0.556198815652659	-1.87830981780404	0	0	NCIH2087_LUNG	LUAD	ENSG00000237886.NCIH2087_LUNG
ENSG00000234546	-0.579967395011541	-1.94844288547659	0	0	NCIH2087_LUNG	LUAD	ENSG00000234546.NCIH2087_LUNG
ENSG00000224818	-0.579139678037124	-1.95915296834753	0	0	NCIH2087_LUNG	LUAD	ENSG00000224818.NCIH2087_LUNG
ENSG00000263718	-0.60328730983473	-2.03489532160622	0	0	NCIH2087_LUNG	LUAD	ENSG00000263718.NCIH2087_LUNG
ENSG00000272081	-0.610341698282945	-2.05879127898748	0	0	NCIH2087_LUNG	LUAD	ENSG00000272081.NCIH2087_LUNG
ENSG00000262445	-0.630777397587895	-2.09388644986666	0	0	NCIH2087_LUNG	LUAD	ENSG00000262445.NCIH2087_LUNG
ENSG00000253878	-0.624586936977766	-2.10673615283979	0	0	NCIH2087_LUNG	LUAD	ENSG00000253878.NCIH2087_LUNG
ENSG00000225511	-0.648410141026674	-2.1252842001276	0	0	NCIH2087_LUNG	LUAD	ENSG00000225511.NCIH2087_LUNG
ENSG00000268355	-0.636806637458005	-2.12790028848173	0	0	NCIH2087_LUNG	LUAD	ENSG00000268355.NCIH2087_LUNG
ENSG00000268812	-0.634236458494018	-2.13084731285664	0	0	NCIH2087_LUNG	LUAD	ENSG00000268812.NCIH2087_LUNG
ENSG00000204666	-0.643689730285941	-2.14777442677562	0	0	NCIH2087_LUNG	LUAD	ENSG00000204666.NCIH2087_LUNG
ENSG00000246640	-0.644452204848038	-2.17146835218798	0	0	NCIH2087_LUNG	LUAD	ENSG00000246640.NCIH2087_LUNG
ENSG00000248429	-0.698676950294478	-2.25568762455618	0	0	NCIH2087_LUNG	LUAD	ENSG00000248429.NCIH2087_LUNG
ENSG00000268460	-0.713728580364866	-2.37099943970799	0	0	NCIH2087_LUNG	LUAD	ENSG00000268460.NCIH2087_LUNG
ENSG00000270605	-0.501915589876568	-1.69898448085387	0	0.000254688585320676	NCIH2087_LUNG	LUAD	ENSG00000270605.NCIH2087_LUNG
ENSG00000182165	-0.50495061953388	-1.702527443465	0	0.000271667824342054	NCIH2087_LUNG	LUAD	ENSG00000182165.NCIH2087_LUNG
ENSG00000224818	-0.583591450390828	-1.84944396972489	0	0	NCIH2122_LUNG	LUAD	ENSG00000224818.NCIH2122_LUNG
ENSG00000248429	-0.617648123793435	-1.84999585209527	0	0	NCIH2122_LUNG	LUAD	ENSG00000248429.NCIH2122_LUNG
ENSG00000225511	-0.61820684052841	-1.87448771192053	0	0	NCIH2122_LUNG	LUAD	ENSG00000225511.NCIH2122_LUNG
ENSG00000263718	-0.596535642966363	-1.88202386740331	0	0	NCIH2122_LUNG	LUAD	ENSG00000263718.NCIH2122_LUNG
ENSG00000204666	-0.614848029607661	-1.89502784627719	0	0	NCIH2122_LUNG	LUAD	ENSG00000204666.NCIH2122_LUNG
ENSG00000253878	-0.606660402680421	-1.90825321008354	0	0	NCIH2122_LUNG	LUAD	ENSG00000253878.NCIH2122_LUNG
ENSG00000272081	-0.615135246183893	-1.9326109833478	0	0	NCIH2122_LUNG	LUAD	ENSG00000272081.NCIH2122_LUNG
ENSG00000268812	-0.633926779341886	-1.98886434528989	0	0	NCIH2122_LUNG	LUAD	ENSG00000268812.NCIH2122_LUNG
ENSG00000246640	-0.633735975889377	-1.99571279886275	0	0	NCIH2122_LUNG	LUAD	ENSG00000246640.NCIH2122_LUNG
ENSG00000268355	-0.644451674354165	-2.0088276608843	0	0	NCIH2122_LUNG	LUAD	ENSG00000268355.NCIH2122_LUNG
ENSG00000262445	-0.652009613553515	-2.02433282627307	0	0	NCIH2122_LUNG	LUAD	ENSG00000262445.NCIH2122_LUNG
ENSG00000268460	-0.685032481259867	-2.09823759450487	0	0	NCIH2122_LUNG	LUAD	ENSG00000268460.NCIH2122_LUNG
ENSG00000234546	-0.56702617046247	-1.78767575311671	0	7.43286529878349e-05	NCIH2122_LUNG	LUAD	ENSG00000234546.NCIH2122_LUNG
ENSG00000237886	-0.549973206841055	-1.74096491340506	0	0.000207058390466111	NCIH2122_LUNG	LUAD	ENSG00000237886.NCIH2122_LUNG
ENSG00000182165	-0.500635836875305	-1.58464849851566	0	0.000837436156996273	NCIH2122_LUNG	LUAD	ENSG00000182165.NCIH2122_LUNG
ENSG00000270605	-0.496157299761186	-1.56984850205379	0	0.000905880458289238	NCIH2122_LUNG	LUAD	ENSG00000270605.NCIH2122_LUNG
ENSG00000268812	-0.628740587840417	-1.95667276626215	0	0	NCIH2126_LUNG	LUAD	ENSG00000268812.NCIH2126_LUNG
ENSG00000272081	-0.639490086465738	-1.99596164428581	0	0	NCIH2126_LUNG	LUAD	ENSG00000272081.NCIH2126_LUNG
ENSG00000253878	-0.639716771062279	-1.99685156203966	0	0	NCIH2126_LUNG	LUAD	ENSG00000253878.NCIH2126_LUNG
ENSG00000225511	-0.658331156515236	-1.99901707567112	0	0	NCIH2126_LUNG	LUAD	ENSG00000225511.NCIH2126_LUNG
ENSG00000248429	-0.678406489049267	-2.02528145566845	0	0	NCIH2126_LUNG	LUAD	ENSG00000248429.NCIH2126_LUNG
ENSG00000268355	-0.652731233077768	-2.03374587050419	0	0	NCIH2126_LUNG	LUAD	ENSG00000268355.NCIH2126_LUNG
ENSG00000262445	-0.665014499718058	-2.03848587253385	0	0	NCIH2126_LUNG	LUAD	ENSG00000262445.NCIH2126_LUNG
ENSG00000246640	-0.663810260985315	-2.06937042025648	0	0	NCIH2126_LUNG	LUAD	ENSG00000246640.NCIH2126_LUNG
ENSG00000268460	-0.684644722228951	-2.10232085635365	0	0	NCIH2126_LUNG	LUAD	ENSG00000268460.NCIH2126_LUNG
ENSG00000204666	-0.695341785008979	-2.13455177365403	0	0	NCIH2126_LUNG	LUAD	ENSG00000204666.NCIH2126_LUNG
ENSG00000237886	-0.573982933505319	-1.79502770369346	0	7.24928989910306e-05	NCIH2126_LUNG	LUAD	ENSG00000237886.NCIH2126_LUNG
ENSG00000234546	-0.597412204537281	-1.85865961879514	0	7.80692758364945e-05	NCIH2126_LUNG	LUAD	ENSG00000234546.NCIH2126_LUNG
ENSG00000263718	-0.602647009744225	-1.87975183012814	0	8.45750488228691e-05	NCIH2126_LUNG	LUAD	ENSG00000263718.NCIH2126_LUNG
ENSG00000224818	-0.602359539509173	-1.88585553292645	0	9.22636896249481e-05	NCIH2126_LUNG	LUAD	ENSG00000224818.NCIH2126_LUNG
ENSG00000182165	-0.524854812496934	-1.63770362222889	0	0.000879580507757839	NCIH2126_LUNG	LUAD	ENSG00000182165.NCIH2126_LUNG
ENSG00000270605	-0.519888726876992	-1.62708107481806	0	0.000951469299257277	NCIH2126_LUNG	LUAD	ENSG00000270605.NCIH2126_LUNG
ENSG00000262445	-0.542092911366172	-1.80288822530701	0	0.000140075640846057	NCIH2228_LUNG	LUAD	ENSG00000262445.NCIH2228_LUNG
ENSG00000268812	-0.537496138224414	-1.80516368811656	0	0.000163421580987066	NCIH2228_LUNG	LUAD	ENSG00000268812.NCIH2228_LUNG
ENSG00000272081	-0.54101319016645	-1.83375601514929	0	0.00019610589718448	NCIH2228_LUNG	LUAD	ENSG00000272081.NCIH2228_LUNG
ENSG00000253878	-0.530540338139371	-1.80159356125328	0	0.0002451323714806	NCIH2228_LUNG	LUAD	ENSG00000253878.NCIH2228_LUNG
ENSG00000268355	-0.54686264813447	-1.8463941768034	0	0.0002451323714806	NCIH2228_LUNG	LUAD	ENSG00000268355.NCIH2228_LUNG
ENSG00000263718	-0.519170519127777	-1.76162788589795	0	0.000326843161974133	NCIH2228_LUNG	LUAD	ENSG00000263718.NCIH2228_LUNG
ENSG00000225511	-0.57704661725571	-1.85127807990754	0	0.000326843161974133	NCIH2228_LUNG	LUAD	ENSG00000225511.NCIH2228_LUNG
ENSG00000246640	-0.549527228027431	-1.86314136407594	0	0.000490264742961199	NCIH2228_LUNG	LUAD	ENSG00000246640.NCIH2228_LUNG
ENSG00000204666	-0.511174031117457	-1.69516253715875	0	0.000784423588737918	NCIH2228_LUNG	LUAD	ENSG00000204666.NCIH2228_LUNG
ENSG00000224818	-0.492046431893497	-1.68235400402684	0	0.000891390441747635	NCIH2228_LUNG	LUAD	ENSG00000224818.NCIH2228_LUNG
ENSG00000268460	-0.578797708451728	-1.89192124915404	0	0.000980529485922398	NCIH2228_LUNG	LUAD	ENSG00000268460.NCIH2228_LUNG
ENSG00000237886	-0.513982249089833	-1.82366926890084	0	0	NCIH2291_LUNG	LUAD	ENSG00000237886.NCIH2291_LUNG
ENSG00000224818	-0.524798142496481	-1.86788071455364	0	0	NCIH2291_LUNG	LUAD	ENSG00000224818.NCIH2291_LUNG
ENSG00000234546	-0.529868638386669	-1.8709411899357	0	0	NCIH2291_LUNG	LUAD	ENSG00000234546.NCIH2291_LUNG
ENSG00000272081	-0.552250396882892	-1.94411824117057	0	0	NCIH2291_LUNG	LUAD	ENSG00000272081.NCIH2291_LUNG
ENSG00000263718	-0.554158001061929	-1.96636940604997	0	0	NCIH2291_LUNG	LUAD	ENSG00000263718.NCIH2291_LUNG
ENSG00000253878	-0.5677317270535	-2.00265051674276	0	0	NCIH2291_LUNG	LUAD	ENSG00000253878.NCIH2291_LUNG
ENSG00000225511	-0.60598720218388	-2.08073423020831	0	0	NCIH2291_LUNG	LUAD	ENSG00000225511.NCIH2291_LUNG
