cell_line	geneSet	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	cantype	comb	CCLE_name
ACH-000661	ENSG00000224666	-0.742667416443577	-1.77205114822976	0	0	SKCM	ENSG00000224666.ACH-000661	WM1799_SKIN
ACH-000661	ENSG00000272081	-0.825840220881235	-1.94489199217485	0	0	SKCM	ENSG00000272081.ACH-000661	WM1799_SKIN
ACH-000661	ENSG00000225511	-0.712477416586627	-1.66574186723939	0	0.000170682189762662	SKCM	ENSG00000225511.ACH-000661	WM1799_SKIN
ACH-000661	ENSG00000234546	-0.704740943476938	-1.68427171840749	0	0.000204818627715194	SKCM	ENSG00000234546.ACH-000661	WM1799_SKIN
ACH-000663	ENSG00000224818	-0.732717459471126	-1.63721573739617	0	0	OV	ENSG00000224818.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000237886	-0.708386509737156	-1.68672477786737	0	0	OV	ENSG00000237886.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000246640	-0.692405707371928	-1.71422637253593	0	0	OV	ENSG00000246640.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000248100	-0.704129100866464	-1.75388293845413	0	0	OV	ENSG00000248100.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000268355	-0.717570421507149	-1.75453072042409	0	0	OV	ENSG00000268355.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000253878	-0.714874601531521	-1.76044074361881	0	0	OV	ENSG00000253878.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000258602	-0.751354165700662	-1.76537879917767	0	0	OV	ENSG00000258602.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000268460	-0.720246542638354	-1.78456711442523	0	0	OV	ENSG00000268460.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000268812	-0.715821646377066	-1.78496250666123	0	0	OV	ENSG00000268812.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000272081	-0.745419529580076	-1.79195560239342	0	0	OV	ENSG00000272081.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000248429	-0.725233969236099	-1.80287146647127	0	0	OV	ENSG00000248429.ACH-000663	OVTOKO_OVARY
ACH-000663	ENSG00000234546	-0.870585802019246	-2.03447199748395	0	0	OV	ENSG00000234546.ACH-000663	OVTOKO_OVARY
ACH-000681	ENSG00000224818	-0.677054970615885	-1.69839648048951	0	0	LUAD	ENSG00000224818.ACH-000681	A549_LUNG
ACH-000681	ENSG00000225511	-0.695203698452865	-1.70402836010329	0	0	LUAD	ENSG00000225511.ACH-000681	A549_LUNG
ACH-000681	ENSG00000262445	-0.720503884697637	-1.78846696802985	0	0	LUAD	ENSG00000262445.ACH-000681	A549_LUNG
ACH-000681	ENSG00000263718	-0.713588210131007	-1.78886530431953	0	0	LUAD	ENSG00000263718.ACH-000681	A549_LUNG
ACH-000681	ENSG00000253878	-0.717021321620755	-1.79224101147729	0	0	LUAD	ENSG00000253878.ACH-000681	A549_LUNG
ACH-000681	ENSG00000248429	-0.727238053544895	-1.79231263217702	0	0	LUAD	ENSG00000248429.ACH-000681	A549_LUNG
ACH-000681	ENSG00000268812	-0.720738836761514	-1.80133157828436	0	0	LUAD	ENSG00000268812.ACH-000681	A549_LUNG
ACH-000681	ENSG00000272081	-0.721578787397669	-1.80922755888468	0	0	LUAD	ENSG00000272081.ACH-000681	A549_LUNG
ACH-000681	ENSG00000268355	-0.726792726290883	-1.80984884001847	0	0	LUAD	ENSG00000268355.ACH-000681	A549_LUNG
ACH-000681	ENSG00000204666	-0.741647540532004	-1.83590658222171	0	0	LUAD	ENSG00000204666.ACH-000681	A549_LUNG
ACH-000681	ENSG00000246640	-0.735751393923313	-1.84078910180057	0	0	LUAD	ENSG00000246640.ACH-000681	A549_LUNG
ACH-000681	ENSG00000268460	-0.748758490891112	-1.84813966419697	0	0	LUAD	ENSG00000268460.ACH-000681	A549_LUNG
ACH-000681	ENSG00000255400	-0.6526950360499	-1.55919007751148	0	6.25938908362544e-05	LUAD	ENSG00000255400.ACH-000681	A549_LUNG
ACH-000681	ENSG00000224666	-0.715613070141003	-1.6141312826618	0.00103092783398873	6.67668168920047e-05	LUAD	ENSG00000224666.ACH-000681	A549_LUNG
ACH-000681	ENSG00000237886	-0.652648081723399	-1.63603300484588	0	7.15358752414336e-05	LUAD	ENSG00000237886.ACH-000681	A549_LUNG
ACH-000681	ENSG00000234546	-0.676636893915493	-1.68949790119795	0	7.703863487539e-05	LUAD	ENSG00000234546.ACH-000681	A549_LUNG
ACH-000681	ENSG00000270605	-0.588043767220836	-1.47636101103854	0	0.000471295178061209	LUAD	ENSG00000270605.ACH-000681	A549_LUNG
ACH-000681	ENSG00000182165	-0.581975507130607	-1.45437848223957	0	0.000612029154843376	LUAD	ENSG00000182165.ACH-000681	A549_LUNG
ACH-000682	ENSG00000230098	-0.799422576392596	-1.61586505179398	0	0	HNSC	ENSG00000230098.ACH-000682	SNU1066_UPPER_AERODIGESTIVE_TRACT
ACH-000682	ENSG00000248429	-0.682882490219766	-1.61704744680888	0	0	HNSC	ENSG00000248429.ACH-000682	SNU1066_UPPER_AERODIGESTIVE_TRACT
ACH-000682	ENSG00000268355	-0.702409408484305	-1.63756194199088	0	0	HNSC	ENSG00000268355.ACH-000682	SNU1066_UPPER_AERODIGESTIVE_TRACT
ACH-000682	ENSG00000272081	-0.761670773190609	-1.80004687377448	0	0	HNSC	ENSG00000272081.ACH-000682	SNU1066_UPPER_AERODIGESTIVE_TRACT
ACH-000688	ENSG00000258602	-0.701640337975236	-1.7353374474721	0	0	OV	ENSG00000258602.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000237886	-0.706827241857555	-1.76566649463097	0	0	OV	ENSG00000237886.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000246640	-0.679951107284634	-1.77988430717054	0	0	OV	ENSG00000246640.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000268355	-0.696255491330563	-1.80849789644984	0	0	OV	ENSG00000268355.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000253878	-0.692126682075984	-1.81116221594222	0	0	OV	ENSG00000253878.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000268460	-0.694375526850485	-1.82129474986936	0	0	OV	ENSG00000268460.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000248100	-0.691478178834336	-1.82546238302871	0	0	OV	ENSG00000248100.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000268812	-0.704582712436917	-1.86433122556861	0	0	OV	ENSG00000268812.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000248429	-0.714334937120491	-1.88439919440783	0	0	OV	ENSG00000248429.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000272081	-0.743725042483982	-1.89588447919932	0	0	OV	ENSG00000272081.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000234546	-0.845441678294882	-2.07014939508312	0	0	OV	ENSG00000234546.ACH-000688	OV7_OVARY
ACH-000688	ENSG00000224818	-0.665107010240998	-1.55565633754734	0.00528541225656933	0.000418361028833442	OV	ENSG00000224818.ACH-000688	OV7_OVARY
ACH-000696	ENSG00000246640	-0.72748634284233	-1.694441059805	0	0	OV	ENSG00000246640.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000258602	-0.751983870401659	-1.69771137429111	0	0	OV	ENSG00000258602.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000268355	-0.732599027566149	-1.6995708014294	0	0	OV	ENSG00000268355.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000253878	-0.730213802665438	-1.69992029386529	0	0	OV	ENSG00000253878.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000248100	-0.731357298430637	-1.71527507742494	0	0	OV	ENSG00000248100.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000272081	-0.751711760179536	-1.71830473343776	0	0	OV	ENSG00000272081.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000268460	-0.739250696672983	-1.73031486928746	0	0	OV	ENSG00000268460.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000268812	-0.736996038634847	-1.73193998769254	0	0	OV	ENSG00000268812.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000248429	-0.75016392281525	-1.75856973361633	0	0	OV	ENSG00000248429.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000234546	-0.873296130368894	-1.95606171422022	0	0	OV	ENSG00000234546.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000224818	-0.715068659829144	-1.53034183832229	0.00102354145238123	8.3454342129421e-05	OV	ENSG00000224818.ACH-000696	OVCAR8_OVARY
ACH-000696	ENSG00000237886	-0.713507969934879	-1.59775962957769	0	9.10411005048229e-05	OV	ENSG00000237886.ACH-000696	OVCAR8_OVARY
ACH-000699	ENSG00000248429	-0.679918231503514	-1.58845182845382	0	0	BRCA	ENSG00000248429.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000253878	-0.69415382856221	-1.61410443953798	0	0	BRCA	ENSG00000253878.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000268460	-0.725130462159338	-1.61531882922165	0	0	BRCA	ENSG00000268460.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000225511	-0.702177754136542	-1.63532401272499	0	0	BRCA	ENSG00000225511.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000268355	-0.702192297251921	-1.63846347015612	0	0	BRCA	ENSG00000268355.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000246640	-0.7057383613443	-1.64554639679483	0	0	BRCA	ENSG00000246640.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000234546	-0.711661435777648	-1.65706222253658	0	0	BRCA	ENSG00000234546.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000224818	-0.72099423258179	-1.67917167720513	0	0	BRCA	ENSG00000224818.ACH-000699	HCC1395_BREAST
ACH-000699	ENSG00000224592	-0.783327216729781	-1.71569100419735	0	0	BRCA	ENSG00000224592.ACH-000699	HCC1395_BREAST
ACH-000701	ENSG00000237886	-0.713810644765407	-1.72428076372996	0	0	OV	ENSG00000237886.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000246640	-0.69337319352499	-1.76498315981519	0	0	OV	ENSG00000246640.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000253878	-0.706013310614287	-1.78240814184872	0	0	OV	ENSG00000253878.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000248100	-0.707503250140525	-1.80518568138046	0	0	OV	ENSG00000248100.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000268355	-0.72110284022817	-1.80991152466705	0	0	OV	ENSG00000268355.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000268812	-0.715973620910834	-1.83405952443399	0	0	OV	ENSG00000268812.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000272081	-0.747227696641056	-1.84007034738226	0	0	OV	ENSG00000272081.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000258602	-0.763179752639756	-1.84241656504579	0	0	OV	ENSG00000258602.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000268460	-0.726835530102807	-1.8559535741637	0	0	OV	ENSG00000268460.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000248429	-0.733278418305172	-1.87083865404471	0	0	OV	ENSG00000248429.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000234546	-0.891503034586451	-2.11404856852168	0	0	OV	ENSG00000234546.ACH-000701	RMUGS_OVARY
ACH-000701	ENSG00000224818	-0.696492869234542	-1.59632329604008	0.0010288065833037	8.3558942478024e-05	OV	ENSG00000224818.ACH-000701	RMUGS_OVARY
ACH-000706	ENSG00000255400	-0.69980119782126	-1.60456145891977	0	0	LUAD	ENSG00000255400.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000234546	-0.676731932666535	-1.61459974355238	0	0	LUAD	ENSG00000234546.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000224818	-0.68828796830036	-1.6482380980722	0	0	LUAD	ENSG00000224818.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000224666	-0.763690433158793	-1.65452312653476	0	0	LUAD	ENSG00000224666.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000248429	-0.717438713621636	-1.67758987272348	0	0	LUAD	ENSG00000248429.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000225511	-0.720177839397108	-1.68495250886001	0	0	LUAD	ENSG00000225511.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000253878	-0.717095535826483	-1.70978202951133	0	0	LUAD	ENSG00000253878.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000262445	-0.720426586381146	-1.71010403086191	0	0	LUAD	ENSG00000262445.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000268355	-0.724651220428991	-1.72602364851211	0	0	LUAD	ENSG00000268355.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000272081	-0.727820385632317	-1.73956300961699	0	0	LUAD	ENSG00000272081.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000268812	-0.732144458599346	-1.74464295204282	0	0	LUAD	ENSG00000268812.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000263718	-0.736275603840498	-1.76029644671885	0	0	LUAD	ENSG00000263718.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000204666	-0.753609041057993	-1.78054668839449	0	0	LUAD	ENSG00000204666.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000246640	-0.759115904084486	-1.81215463680088	0	0	LUAD	ENSG00000246640.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000268460	-0.768946164729654	-1.81437588431154	0	0	LUAD	ENSG00000268460.ACH-000706	EKVX_LUNG
ACH-000706	ENSG00000237886	-0.661157295706758	-1.58129446990797	0	0.000125090975254731	LUAD	ENSG00000237886.ACH-000706	EKVX_LUNG
ACH-000711	ENSG00000246640	-0.696617416278364	-1.6193133032222	0	0	BRCA	ENSG00000246640.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000225511	-0.708387918145933	-1.64400602641377	0	0	BRCA	ENSG00000225511.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000234546	-0.713925632596173	-1.65683547771809	0	0	BRCA	ENSG00000234546.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000224818	-0.723496217545181	-1.67874924806095	0	0	BRCA	ENSG00000224818.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000224592	-0.783769404950973	-1.70167766910503	0	0	BRCA	ENSG00000224592.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000253878	-0.692475777495273	-1.60481429241868	0	0.000144084997619465	BRCA	ENSG00000253878.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000268355	-0.693911668284661	-1.61385712964746	0	0.000168099163889376	BRCA	ENSG00000268355.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000248429	-0.676095065626713	-1.57379773636308	0	0.000224132218519168	BRCA	ENSG00000248429.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000268460	-0.711697405088326	-1.57769164238792	0	0.000252148745834064	BRCA	ENSG00000268460.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000226965	-0.65497196913921	-1.52195862972492	0	0.000403437993334503	BRCA	ENSG00000226965.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000182165	-0.636733689543979	-1.48064209116254	0	0.000756446237502193	BRCA	ENSG00000182165.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000270605	-0.640602157082697	-1.48173292009378	0	0.000825214077275119	BRCA	ENSG00000270605.ACH-000711	JIMT1_BREAST
ACH-000711	ENSG00000237886	-0.635389163070429	-1.47523889228279	0	0.000853426524361448	BRCA	ENSG00000237886.ACH-000711	JIMT1_BREAST
ACH-000713	ENSG00000246640	-0.675400562495945	-1.75217723030463	0	0	OV	ENSG00000246640.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000258602	-0.7192570593028	-1.79342481137048	0	0	OV	ENSG00000258602.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000253878	-0.701686890190167	-1.80953322283956	0	0	OV	ENSG00000253878.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000272081	-0.719807351635428	-1.81340433770139	0	0	OV	ENSG00000272081.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000268355	-0.703617741183135	-1.81481866870616	0	0	OV	ENSG00000268355.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000248100	-0.695134800652112	-1.81529226430653	0	0	OV	ENSG00000248100.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000268460	-0.700401247622657	-1.8250926434319	0	0	OV	ENSG00000268460.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000237886	-0.729907295047309	-1.82683116150133	0	0	OV	ENSG00000237886.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000268812	-0.706555490402995	-1.84662633868386	0	0	OV	ENSG00000268812.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000248429	-0.714061436622585	-1.85949812017625	0	0	OV	ENSG00000248429.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000234546	-0.840993315942441	-2.067703314243	0	0	OV	ENSG00000234546.ACH-000713	CAOV3_OVARY
ACH-000713	ENSG00000224818	-0.733044394363516	-1.71342735984918	0.00102354145238123	8.34794223223975e-05	OV	ENSG00000224818.ACH-000713	CAOV3_OVARY
ACH-000718	ENSG00000237886	-0.649867597845232	-1.60292708855933	0	0	LUAD	ENSG00000237886.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000224666	-0.725793837373783	-1.61594519622377	0	0	LUAD	ENSG00000224666.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000234546	-0.661064455044301	-1.62096961838318	0	0	LUAD	ENSG00000234546.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000224818	-0.664675107256574	-1.63871506838456	0	0	LUAD	ENSG00000224818.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000225511	-0.687629734765777	-1.66245590549923	0	0	LUAD	ENSG00000225511.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000262445	-0.699628269930768	-1.70777427685303	0	0	LUAD	ENSG00000262445.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000253878	-0.700601225215985	-1.72040539452277	0	0	LUAD	ENSG00000253878.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000268355	-0.705265492924798	-1.73576137502661	0	0	LUAD	ENSG00000268355.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000272081	-0.705837027732196	-1.73577655435042	0	0	LUAD	ENSG00000272081.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000263718	-0.705012728995512	-1.73923838135228	0	0	LUAD	ENSG00000263718.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000248429	-0.730141839774134	-1.75482951753536	0	0	LUAD	ENSG00000248429.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000204666	-0.719671913944003	-1.75839369068707	0	0	LUAD	ENSG00000204666.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000268812	-0.720156088824223	-1.76809613553917	0	0	LUAD	ENSG00000268812.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000246640	-0.720932552929741	-1.77495665243652	0	0	LUAD	ENSG00000246640.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000268460	-0.734983972585088	-1.78899956164752	0	0	LUAD	ENSG00000268460.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000270605	-0.594249438886969	-1.46835445419486	0	0.000312713213554696	LUAD	ENSG00000270605.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000255400	-0.613489184581177	-1.42891549956854	0	0.000706363964735314	LUAD	ENSG00000255400.ACH-000718	NCIH2291_LUNG
ACH-000718	ENSG00000182165	-0.576660732455387	-1.42107837982946	0	0.000722714982437521	LUAD	ENSG00000182165.ACH-000718	NCIH2291_LUNG
ACH-000720	ENSG00000225511	-0.706002624339768	-1.68190551576951	0	0	BLCA	ENSG00000225511.ACH-000720	TCCSUP_URINARY_TRACT
ACH-000720	ENSG00000248429	-0.759532827930041	-1.79616559690067	0	0	BLCA	ENSG00000248429.ACH-000720	TCCSUP_URINARY_TRACT
ACH-000720	ENSG00000254951	-0.754511009859681	-1.80651729354929	0	0	BLCA	ENSG00000254951.ACH-000720	TCCSUP_URINARY_TRACT
ACH-000721	ENSG00000225511	-0.708306898218326	-1.67556310360625	0	0	BRCA	ENSG00000225511.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000224818	-0.713079947139802	-1.68139845240137	0	0	BRCA	ENSG00000224818.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000268460	-0.749875031058629	-1.69096251354528	0	0	BRCA	ENSG00000268460.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000224592	-0.777205225318905	-1.72892447999945	0	0	BRCA	ENSG00000224592.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000253878	-0.691960750937442	-1.63111494832733	0	0.000125908732591749	BRCA	ENSG00000253878.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000268355	-0.695615285960273	-1.64679494621668	0	0.00014389569439057	BRCA	ENSG00000268355.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000246640	-0.697898378679987	-1.65247280099289	0	0.000167878310122332	BRCA	ENSG00000246640.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000234546	-0.702908828290434	-1.65804594064588	0	0.000201453972146799	BRCA	ENSG00000234546.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000248429	-0.674456649289183	-1.5974302049782	0	0.000335756620244664	BRCA	ENSG00000248429.ACH-000721	HMC18_BREAST
ACH-000721	ENSG00000226965	-0.654645811363249	-1.54687900338999	0	0.000906542874660594	BRCA	ENSG00000226965.ACH-000721	HMC18_BREAST
ACH-000724	ENSG00000225511	-0.676832138333317	-1.80786451425156	0	0	BLCA	ENSG00000225511.ACH-000724	HT1376_URINARY_TRACT
ACH-000724	ENSG00000268460	-0.773918386683698	-1.85475414470882	0	0	BLCA	ENSG00000268460.ACH-000724	HT1376_URINARY_TRACT
ACH-000724	ENSG00000248429	-0.736895247573853	-1.95856186921152	0	0	BLCA	ENSG00000248429.ACH-000724	HT1376_URINARY_TRACT
ACH-000724	ENSG00000254951	-0.732215628778773	-1.96590024085059	0	0	BLCA	ENSG00000254951.ACH-000724	HT1376_URINARY_TRACT
ACH-000725	ENSG00000248429	-0.648251820598096	-1.63997811359701	0	0	BRCA	ENSG00000248429.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000224592	-0.714207821988726	-1.66725309900765	0	0	BRCA	ENSG00000224592.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000253878	-0.669985680664993	-1.6843152277731	0	0	BRCA	ENSG00000253878.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000268355	-0.671962555343873	-1.69918886472596	0	0	BRCA	ENSG00000268355.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000246640	-0.676272554179711	-1.70785834996859	0	0	BRCA	ENSG00000246640.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000225511	-0.680732421390523	-1.715703363279	0	0	BRCA	ENSG00000225511.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000234546	-0.684177058558289	-1.72102705226472	0	0	BRCA	ENSG00000234546.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000224818	-0.694799049558275	-1.75221156864559	0	0	BRCA	ENSG00000224818.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000268460	-0.745292314228669	-1.77525985877403	0	0	BRCA	ENSG00000268460.ACH-000725	HCC202_BREAST
ACH-000725	ENSG00000226965	-0.628734781654173	-1.58771906215585	0	0.000201878346353024	BRCA	ENSG00000226965.ACH-000725	HCC202_BREAST
ACH-000732	ENSG00000272081	-0.723499272540869	-1.92812428400196	0	0	HNSC	ENSG00000272081.ACH-000732	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT
ACH-000732	ENSG00000248429	-0.642295364262914	-1.70900059458922	0	0.000335566138795318	HNSC	ENSG00000248429.ACH-000732	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT
ACH-000732	ENSG00000268355	-0.655922621763403	-1.72101106181631	0	0.000503349208192976	HNSC	ENSG00000268355.ACH-000732	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT
ACH-000735	ENSG00000268355	-0.689223883199358	-1.64161345806794	0	0	HNSC	ENSG00000268355.ACH-000735	PECAPJ49_UPPER_AERODIGESTIVE_TRACT
ACH-000735	ENSG00000272081	-0.75046299394994	-1.80034626201146	0	0	HNSC	ENSG00000272081.ACH-000735	PECAPJ49_UPPER_AERODIGESTIVE_TRACT
ACH-000736	ENSG00000258602	-0.72045376663861	-1.7447441689429	0	0	STAD	ENSG00000258602.ACH-000736	SNU601_STOMACH
ACH-000736	ENSG00000224818	-0.704928091610135	-1.74710054551427	0	0	STAD	ENSG00000224818.ACH-000736	SNU601_STOMACH
ACH-000736	ENSG00000182165	-0.704661629132556	-1.76001678903354	0	0	STAD	ENSG00000182165.ACH-000736	SNU601_STOMACH
ACH-000736	ENSG00000253878	-0.712493049793713	-1.76473259699371	0	0	STAD	ENSG00000253878.ACH-000736	SNU601_STOMACH
ACH-000736	ENSG00000237886	-0.725252761595147	-1.81894412618124	0	0	STAD	ENSG00000237886.ACH-000736	SNU601_STOMACH
ACH-000736	ENSG00000248429	-0.76582313299793	-1.91856479597531	0	0	STAD	ENSG00000248429.ACH-000736	SNU601_STOMACH
ACH-000736	ENSG00000272081	-0.693591885063375	-1.67988160514628	0	0.000137768878928709	STAD	ENSG00000272081.ACH-000736	SNU601_STOMACH
ACH-000740	ENSG00000268355	-0.677227709292301	-1.63751017875897	0	0	HNSC	ENSG00000268355.ACH-000740	A253_SALIVARY_GLAND
ACH-000740	ENSG00000248429	-0.676023448283968	-1.65486505244799	0	0	HNSC	ENSG00000248429.ACH-000740	A253_SALIVARY_GLAND
ACH-000740	ENSG00000272081	-0.746748508539006	-1.8273128142275	0	0	HNSC	ENSG00000272081.ACH-000740	A253_SALIVARY_GLAND
ACH-000746	ENSG00000237886	-0.725455534414935	-1.86266071949678	0	0	STAD	ENSG00000237886.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000248429	-0.77161789432916	-1.98356425123395	0	0	STAD	ENSG00000248429.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000268355	-0.671070788395347	-1.67771861710495	0	0.000121304263440512	STAD	ENSG00000268355.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000182165	-0.701386461715898	-1.7829892843091	0	0.000138633443932014	STAD	ENSG00000182165.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000224818	-0.711254328649328	-1.80633040709217	0	0.000161739017920683	STAD	ENSG00000224818.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000258602	-0.727477134287863	-1.81041538207201	0	0.00019408682150482	STAD	ENSG00000258602.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000272081	-0.730146445028332	-1.83206624491955	0	0.000242608526881025	STAD	ENSG00000272081.ACH-000746	GSS_STOMACH
ACH-000746	ENSG00000253878	-0.727095941623547	-1.83884685431502	0	0.000323478035841366	STAD	ENSG00000253878.ACH-000746	GSS_STOMACH
ACH-000753	ENSG00000268460	-0.793918498951072	-1.70036643572585	0	0	BLCA	ENSG00000268460.ACH-000753	JMSU1_URINARY_TRACT
ACH-000753	ENSG00000248429	-0.764814020619679	-1.73843860605617	0	0	BLCA	ENSG00000248429.ACH-000753	JMSU1_URINARY_TRACT
